172694562570152,-0.5913,0.2008,0.45389998,-0.5913,0.2008,0.45389998
172694571824886,-0.6523,0.2313,0.50659996,-0.6523,0.2313,0.50659996
172694581835824,-0.65139997,0.2311,0.50699997,-0.65139997,0.2311,0.50699997
172694591846761,-0.6942,0.2816,0.5861,-0.6942,0.2816,0.5861
172694601826449,-0.6935,0.2617,0.56619996,-0.6935,0.2617,0.56619996
172694611837386,-0.8742,0.34199998,0.5748,-0.8742,0.34199998,0.5748
172694621817074,-0.9586,0.3357,0.5761,-0.9586,0.3357,0.5761
172694631828011,-1.0023999,0.32799998,0.61259997,-1.0023999,0.32799998,0.61259997
172694641838949,-0.92789996,0.36339998,0.5955,-0.92789996,0.36339998,0.5955
172694651820199,-1.0698,0.4051,0.6407,-1.0698,0.4051,0.6407
172694661829574,-1.091,0.3814,0.67399997,-1.091,0.3814,0.67399997
172694671842074,-1.099,0.39069998,0.69409996,-1.099,0.39069998,0.69409996
172694681821761,-1.0800999,0.385,0.71349996,-1.0800999,0.385,0.71349996
172694691832699,-1.1632,0.447,0.75689995,-1.1632,0.447,0.75689995
172694701843636,-1.1156,0.4218,0.7373,-1.1156,0.4218,0.7373
172694711823324,-1.1987,0.44489998,0.77989995,-1.1987,0.44489998,0.77989995
172694721834261,-1.2524999,0.4759,0.7879,-1.2524999,0.4759,0.7879
172694731845199,-1.3858,0.5298,0.8023,-1.3858,0.5298,0.8023
172694741824886,-1.3112999,0.5304,0.8185,-1.3112999,0.5304,0.8185
172694751837386,-1.278,0.5161,0.8325,-1.278,0.5161,0.8325
172694761817074,-1.2967,0.4693,0.8391,-1.2967,0.4693,0.8391
172694771826449,-1.4792,0.5143,0.8822,-1.4792,0.5143,0.8822
172694781838949,-1.4793,0.53209996,0.8858,-1.4793,0.53209996,0.8858
172694791818636,-1.4559,0.5482,0.9187,-1.4559,0.5482,0.9187
172694801829574,-1.3399,0.5208,0.884,-1.3399,0.5208,0.884
172694811840511,-1.3557,0.5766,0.9165,-1.3557,0.5766,0.9165
172694821820199,-1.2279,0.62049997,0.86259997,-1.2279,0.62049997,0.86259997
172694831831136,-1.6164,0.5494,1.0123,-1.6164,0.5494,1.0123
172694841842074,-1.5236,0.5963,0.97279996,-1.5236,0.5963,0.97279996
172694851821761,-1.5296999,0.65309995,1.0043,-1.5296999,0.65309995,1.0043
172694861834261,-1.3968999,0.56729996,0.9741,-1.3968999,0.56729996,0.9741
172694871843636,-1.3942,0.5764,0.90599996,-1.3942,0.5764,0.90599996
172694881824886,-1.4915,0.5891,0.88799995,-1.4915,0.5891,0.88799995
172694891835824,-1.5877999,0.58849996,0.92719996,-1.5877999,0.58849996,0.92719996
172694901846761,-1.3816,0.5573,0.8811,-1.3816,0.5573,0.8811
172694911826449,-1.2434,0.5178,0.92039996,-1.2434,0.5178,0.92039996
172694921837386,-1.1225,0.4446,0.86679995,-1.1225,0.4446,0.86679995
172694931818636,-1.2099999,0.4639,0.8078,-1.2099999,0.4639,0.8078
172694941828011,-1.2774999,0.4587,0.7962,-1.2774999,0.4587,0.7962
172694951838949,-1.2566999,0.44849998,0.7568,-1.2566999,0.44849998,0.7568
172694961820199,-1.1086,0.39929998,0.72959995,-1.1086,0.39929998,0.72959995
172694971829574,-1.0389999,0.3892,0.75909996,-1.0389999,0.3892,0.75909996
172694981842074,-1.0328,0.3721,0.6946,-1.0328,0.3721,0.6946
172694991821761,-1.1298,0.3717,0.724,-1.1298,0.3717,0.724
172695001832699,-1.0543,0.3549,0.6987,-1.0543,0.3549,0.6987
172695011843636,-1.015,0.4098,0.8002,-1.015,0.4098,0.8002
172695021823324,-0.99499995,0.39409998,0.7643,-0.99499995,0.39409998,0.7643
172695031834261,-1.1391,0.4341,0.8876,-1.1391,0.4341,0.8876
172695041845199,-1.0787,0.42679998,0.8495,-1.0787,0.42679998,0.8495
172695051824886,-1.0582,0.43879998,0.9623,-1.0582,0.43879998,0.9623
172695061837386,-0.98469996,0.4127,0.9417,-0.98469996,0.4127,0.9417
172695071817074,-1.0379,0.47739998,1.0381,-1.0379,0.47739998,1.0381
172695081828011,-1.0047,0.4508,1.0067999,-1.0047,0.4508,1.0067999
172695091838949,-1.0371,0.5135,1.1229,-1.0371,0.5135,1.1229
172695101818636,-0.9673,0.4967,1.0612999,-0.9673,0.4967,1.0612999
172695111829574,-1.0713,0.5351,1.1667,-1.0713,0.5351,1.1667
172695121840511,-1.077,0.5165,1.1329,-1.077,0.5165,1.1329
172695131820199,-1.1108999,0.5711,1.2379,-1.1108999,0.5711,1.2379
172695141831136,-1.0317,0.5132,1.2217,-1.0317,0.5132,1.2217
172695151842074,-1.0462999,0.557,1.303,-1.0462999,0.557,1.303
172695161821761,-1.0081999,0.53859997,1.257,-1.0081999,0.53859997,1.257
172695171834261,-1.0317,0.56119996,1.3432,-1.0317,0.56119996,1.3432
172695181845199,-0.9856,0.523,1.3158,-0.9856,0.523,1.3158
172695191824886,-1.0367,0.5728,1.3766999,-1.0367,0.5728,1.3766999
172695201835824,-1.0098,0.55399996,1.3299999,-1.0098,0.55399996,1.3299999
172695211846761,-1.0324,0.5718,1.4223,-1.0324,0.5718,1.4223
172695221826449,-0.9396,0.5434,1.3938999,-0.9396,0.5434,1.3938999
172695231837386,-0.9133,0.592,1.4497,-0.9133,0.592,1.4497
172695241817074,-0.80579996,0.5456,1.393,-0.80579996,0.5456,1.393
172695251828011,-1.0117999,0.5053,1.4386,-1.0117999,0.5053,1.4386
172695261840511,-1.0129,0.7301,1.4097999,-1.0129,0.7301,1.4097999
172695271818636,-0.907,0.6806,1.5042,-0.907,0.6806,1.5042
172695281831136,-1.1136999,0.5624,1.4372,-1.1136999,0.5624,1.4372
172695291842074,-1.0224,0.71779996,1.6006,-1.0224,0.71779996,1.6006
172695301821761,-0.7504,0.5729,1.4835,-0.7504,0.5729,1.4835
172695311832699,-0.8078,0.6818,1.5043,-0.8078,0.6818,1.5043
172695321843636,-0.8179,0.634,1.5145999,-0.8179,0.634,1.5145999
172695331823324,-0.83519995,0.63299996,1.54,-0.83519995,0.63299996,1.54
172695341834261,-0.8822,0.6335,1.5403999,-0.8822,0.6335,1.5403999
172695351845199,-0.9697,0.6688,1.5866,-0.9697,0.6688,1.5866
172695361826449,-0.9262,0.61,1.5292,-0.9262,0.61,1.5292
172695371835824,-0.9826,0.6631,1.6108999,-0.9826,0.6631,1.6108999
172695381817074,-0.9654,0.6423,1.5526999,-0.9654,0.6423,1.5526999
172695391828011,-0.9869,0.699,1.5812999,-0.9869,0.699,1.5812999
172695401838949,-0.92359996,0.6598,1.5339999,-0.92359996,0.6598,1.5339999
172695411818636,-0.92149997,0.70589995,1.5726999,-0.92149997,0.70589995,1.5726999
172695421829574,-0.92649996,0.6561,1.5927,-0.92649996,0.6561,1.5927
172695431840511,-0.8681,0.6422,1.6135,-0.8681,0.6422,1.6135
172695441820199,-0.8551,0.6231,1.5376999,-0.8551,0.6231,1.5376999
172695451831136,-1.0217,0.68829995,1.6480999,-1.0217,0.68829995,1.6480999
172695461842074,-1.0115,0.69589996,1.5903,-1.0115,0.69589996,1.5903
172695471823324,-0.9655,0.73179996,1.6496999,-0.9655,0.73179996,1.6496999
172695481834261,-0.9392,0.6617,1.6211,-0.9392,0.6617,1.6211
172695491845199,-0.9927,0.7007,1.6861999,-0.9927,0.7007,1.6861999
172695501824886,-0.95549995,0.6895,1.5997,-0.95549995,0.6895,1.5997
172695511835824,-0.9898,0.6969,1.6884999,-0.9898,0.6969,1.6884999
172695521846761,-0.9813,0.67539996,1.6211,-0.9813,0.67539996,1.6211
172695531826449,-1.0258,0.7292,1.6543,-1.0258,0.7292,1.6543
172695541837386,-0.99719995,0.7177,1.5877,-0.99719995,0.7177,1.5877
172695551817074,-1.0598999,0.7326,1.6617,-1.0598999,0.7326,1.6617
172695561828011,-1.0212,0.6706,1.6902,-1.0212,0.6706,1.6902
172695571838949,-1.0033,0.71559995,1.7373999,-1.0033,0.71559995,1.7373999
172695581820199,-0.93799996,0.7134,1.6779,-0.93799996,0.7134,1.6779
172695591831136,-0.9414,0.73719996,1.7301999,-0.9414,0.73719996,1.7301999
172695601842074,-0.8303,0.70629996,1.6804,-0.8303,0.70629996,1.6804
172695611821761,-0.79609996,0.7273,1.6369,-0.79609996,0.7273,1.6369
172695621832699,-0.7841,0.67829996,1.5899999,-0.7841,0.67829996,1.5899999
172695631843636,-0.8458,0.7291,1.7150999,-0.8458,0.7291,1.7150999
172695641823324,-0.8031,0.6987,1.6371,-0.8031,0.6987,1.6371
172695651834261,-0.98289996,0.7133,1.7003,-0.98289996,0.7133,1.7003
172695661846761,-1.01,0.71959996,1.6611999,-1.01,0.71959996,1.6611999
172695671824886,-1.0228,0.7636,1.7732999,-1.0228,0.7636,1.7732999
172695681835824,-0.9733,0.6813,1.7326,-0.9733,0.6813,1.7326
172695691817074,-0.9916,0.7037,1.7543,-0.9916,0.7037,1.7543
172695701828011,-1.0187,0.7294,1.7048,-1.0187,0.7294,1.7048
172695711838949,-1.0943999,0.7564,1.8064,-1.0943999,0.7564,1.8064
172695721818636,-1.2221999,0.78999996,1.7077999,-1.2221999,0.78999996,1.7077999
172695731829574,-1.2613,0.87619996,1.818,-1.2613,0.87619996,1.818
172695741840511,-0.94549996,0.6961,1.7099999,-0.94549996,0.6961,1.7099999
172695751820199,-0.81799996,0.68259996,1.6886,-0.81799996,0.68259996,1.6886
172695761831136,-0.94409996,0.6698,1.6895,-0.94409996,0.6698,1.6895
172695771843636,-1.123,0.715,1.7055999,-1.123,0.715,1.7055999
172695781823324,-1.0394,0.741,1.6387999,-1.0394,0.741,1.6387999
172695791834261,-0.95949996,0.7316,1.6840999,-0.95949996,0.7316,1.6840999
172695801845199,-0.9392,0.66999996,1.6751,-0.9392,0.66999996,1.6751
172695811824886,-1.0137,0.7879,1.7385,-1.0137,0.7879,1.7385
172695821835824,-1.0008,0.76379997,1.7462,-1.0008,0.76379997,1.7462
172695831846761,-1.0066999,0.80079997,1.8069999,-1.0066999,0.80079997,1.8069999
172695841826449,-0.96559995,0.7971,1.7077,-0.96559995,0.7971,1.7077
172695851837386,-1.0616,0.8886,1.6711999,-1.0616,0.8886,1.6711999
172695861818636,-1.0459,0.8761,1.5467,-1.0459,0.8761,1.5467
172695871828011,-1.101,0.9083,1.6868999,-1.101,0.9083,1.6868999
172695881840511,-1.0572,0.8533,1.6182,-1.0572,0.8533,1.6182
172695891820199,-0.8244,0.8182,1.5519999,-0.8244,0.8182,1.5519999
172695901831136,-0.7876,0.7863,1.6293,-0.7876,0.7863,1.6293
172695911842074,-0.9892,0.85639995,1.7272999,-0.9892,0.85639995,1.7272999
172695921821761,-0.96419996,0.85179996,1.6372,-0.96419996,0.85179996,1.6372
172695931834261,-0.8304,0.9928,1.6331999,-0.8304,0.9928,1.6331999
172695941843636,-0.5983,0.86329997,1.5540999,-0.5983,0.86329997,1.5540999
172695951823324,-0.3444,0.79899997,1.3758999,-0.3444,0.79899997,1.3758999
172695961835824,-0.1902,0.79319996,1.2168,-0.1902,0.79319996,1.2168
172695971846761,-0.39409998,0.833,1.2476,-0.39409998,0.833,1.2476
172695981826449,-0.6626,0.81119996,1.3,-0.6626,0.81119996,1.3
172695991837386,-0.634,0.8167,1.451,-0.634,0.8167,1.451
172696001817074,-0.5118,0.79179996,1.4663,-0.5118,0.79179996,1.4663
172696011828011,-0.60719997,0.84459996,1.6251,-0.60719997,0.84459996,1.6251
172696021838949,-0.6538,0.7865,1.5762999,-0.6538,0.7865,1.5762999
172696031818636,-0.7486,0.7811,1.5406,-0.7486,0.7811,1.5406
172696041829574,-0.7513,0.7837,1.3105999,-0.7513,0.7837,1.3105999
172696051840511,-0.7043,0.9226,1.3691,-0.7043,0.9226,1.3691
172696061821761,-0.69439995,0.81399995,1.3769,-0.69439995,0.81399995,1.3769
172696071831136,-0.77419996,0.74039996,1.5590999,-0.77419996,0.74039996,1.5590999
172696081843636,-0.82909995,0.8052,1.5603,-0.82909995,0.8052,1.5603
172696091823324,-0.9515,0.89489996,1.7084,-0.9515,0.89489996,1.7084
172696101834261,-0.914,0.7509,1.7220999,-0.914,0.7509,1.7220999
172696111845199,-0.90999997,0.7748,1.8270999,-0.90999997,0.7748,1.8270999
172696121824886,-0.8545,0.8174,1.7107999,-0.8545,0.8174,1.7107999
172696131835824,-0.73759997,0.8341,1.8630999,-0.73759997,0.8341,1.8630999
172696141846761,-0.5908,0.7486,1.8190999,-0.5908,0.7486,1.8190999
172696151826449,-0.5015,0.78889996,1.9589,-0.5015,0.78889996,1.9589
172696161837386,-0.3022,0.6931,1.9677,-0.3022,0.6931,1.9677
172696171817074,-0.1273,0.5629,2.0521998,-0.1273,0.5629,2.0521998
172696181828011,0.0169,0.57559997,2.0671,0.0169,0.57559997,2.0671
172696191840511,0.032899998,0.7089,2.2101,0.032899998,0.7089,2.2101
172696201820199,0.1708,0.78,2.1334999,0.1708,0.78,2.1334999
172696211831136,0.5499,0.77959996,2.1506,0.5499,0.77959996,2.1506
172696221842074,1.0907999,0.6386,2.1429,1.0907999,0.6386,2.1429
172696231821761,1.5612999,0.7532,2.1468,1.5612999,0.7532,2.1468
172696241832699,1.7958,1.0850999,2.0528,1.7958,1.0850999,2.0528
172696251845199,2.1481,1.4416,2.1801999,2.1481,1.4416,2.1801999
172696261823324,2.1334999,1.6719999,2.2175999,2.1334999,1.6719999,2.2175999
172696271835824,1.9210999,2.2261999,2.3597,1.9210999,2.2261999,2.3597
172696281846761,2.0844998,3.0177999,2.1299,2.0844998,3.0177999,2.1299
172696291826449,2.9580998,3.8859,1.9224999,2.9580998,3.8859,1.9224999
172696301837386,4.4289,3.7185,2.6188,4.4289,3.7185,2.6188
172696311817074,4.9962,4.0467,2.166,4.9962,4.0467,2.166
172696321828011,6.3931,3.8399,2.3813,6.3931,3.8399,2.3813
172696331838949,6.9582996,4.4228997,1.6817,6.9582996,4.4228997,1.6817
172696341818636,6.2992997,5.4245996,1.8987999,6.2992997,5.4245996,1.8987999
172696351829574,4.8199,4.5406,1.4675,4.8199,4.5406,1.4675
172696361840511,3.3529,2.5969,0.3814,3.3529,2.5969,0.3814
172696371821761,1.1169,1.3802999,-0.20889999,1.1169,1.3802999,-0.20889999
172696381832699,0.0865,0.7808,-0.6031,0.0865,0.7808,-0.6031
172696391843636,1.0516,-0.1795,-0.3811,1.0516,-0.1795,-0.3811
172696401823324,1.372,-0.5295,-0.5779,1.372,-0.5295,-0.5779
172696411834261,4.5313997,-0.64419997,2.4729,4.5313997,-0.64419997,2.4729
172696421845199,6.4502997,-1.9412999,1.5044999,6.4502997,-1.9412999,1.5044999
172696431824886,5.8408,-1.7235,0.7536,5.8408,-1.7235,0.7536
172696441835824,4.5417,-1.1751,1.1392,4.5417,-1.1751,1.1392
172696451846761,3.5899,-0.988,1.3362,3.5899,-0.988,1.3362
172696461828011,3.3881998,-1.071,1.0304999,3.3881998,-1.071,1.0304999
172696471838949,3.6808,-1.2444999,0.9471,3.6808,-1.2444999,0.9471
